(Übergeordnete) ASIN,(Untergeordnete) ASIN,Titel,SKU,Sitzungen – Summe,Sitzungen – Summe – B2B,Prozentwert an Sitzungen – Summe,Prozentsatz Sitzung – Summe – B2B,Seitenaufrufe – Summe,Seitenaufrufe – Summe – B2B,Prozentsatz Seitenaufrufe – Summe,Prozentsatz Seitenaufrufe – Summe – B2B,Hervorgehobenes Angebot ("In-den-Einkaufswagen") – Prozentsatz,Hervorgehobenes Angebot (Einkaufswagen-Feld) Prozentwert – B2B,Bestellte Einheiten,Bestellte Einheiten – B2B,Prozentsatz an Einheiten pro Sitzung,Prozentsatz an Einheiten pro Sitzung – B2B,Durch bestellte Produkte erzielter Umsatz,Bestellsumme – B2B,Zahl der Bestellposten,Zahl der Bestellposten – B2B
B00839YZ24,B00839YZ24,"RIEGLER 110988-34.410 Gerader Schlauchverbindungsstutzen, für Schlauch LW 3 mm, POM, 1Stk",SVR 3 K,3,0,0.00%,0.00%,4,0,0.00%,0.00%,100.00%,0.00%,6,0,200.00%,0.00%,"4,80 €","0,00 €",1,0
B0084UUF6M,B0084UUF6M,"RIEGLER 109120-122.014-6 Gerade Steckverschraubung »Blaue Serie«, G 1/4 a., Schlauch-Ø 6, 1Stk",IQSG 146 G,5,3,0.01%,0.06%,7,5,0.01%,0.07%,57.14%,60.00%,10,10,200.00%,333.33%,"15,10 €","15,10 €",1,1
B0CV7YDHN4,B00BQWNQWK,Elmag Druckluft-Muffe | Innengewinde 1/2 Zoll | Messing,MU 12 MS,9,1,0.01%,0.02%,13,1,0.01%,0.01%,81.82%,0.00%,2,0,22.22%,0.00%,"11,98 €","0,00 €",1,0
B00BXOJP4O,B00BXOJP4O,"Elmag - Schlauchtülle mit Überwurfmutter IG Ø 1/2 Zoll, Ø 6 mm oder 9 mm, Messing Größe: Ø 6 mm",ST 126 MS,13,2,0.02%,0.04%,18,3,0.02%,0.04%,100.00%,100.00%,1,1,7.69%,50.00%,"5,99 €","5,99 €",1,1
B00CD3ZIZY,B00CD3ZIZY,"HVG-Druckluftzubehör Sicherheitsventil Überdruckventil Kompressor 8 bar G 1/4"" Messing",SV 14 8-8 MS,62,5,0.09%,0.10%,88,8,0.10%,0.11%,72.22%,40.00%,1,0,1.61%,0.00%,"22,57 €","0,00 €",1,0
B00CD4139S,B00CD4139S,"TÜV Sicherheitsventil Überdruckventil Kompressor 8 bar G 1/2""",SV 12 8-8 MS,24,1,0.04%,0.02%,35,3,0.04%,0.04%,73.33%,0.00%,1,0,4.17%,0.00%,"24,23 €","0,00 €",1,0
B00CHM5MT8,B00CHM5MT8,"Polyethylen-Schlauch PE Pneumatikschlauch, 6mm, 50 Meter Rolle, Farbe: natur",PL 6X4 NATUR-50+,11,1,0.02%,0.02%,13,1,0.01%,0.01%,100.00%,100.00%,1,1,9.09%,100.00%,"19,29 €","19,29 €",1,1
B00CHMNKYW,B00CHMNKYW,"Polyethylen-Schlauch PE Pneumatikschlauch, 8mm, 50 Meter Rolle, Farbe: blau",PL 8x6 BLAU-50,6,3,0.01%,0.06%,10,7,0.01%,0.10%,66.67%,50.00%,1,0,16.67%,0.00%,"22,50 €","0,00 €",1,0
B00CL8Y708,B00CL8Y708,"Polyamid Druckluft Schlauch PA Pneumatikschlauch, 4mm außen, 50 m Rolle, Farbe: Natur",PA 4x2 NATUR-50,11,3,0.02%,0.06%,13,3,0.01%,0.04%,90.91%,100.00%,2,2,18.18%,66.67%,"66,72 €","66,72 €",1,1
B00CL92GLY,B00CL92GLY,"Polyamid Druckluft Schlauch PA Pneumatikschlauch, 4mm außen, 50 m Rolle, Farbe: schwarz",PA 4x2 SCHWARZ-50,4,2,0.01%,0.04%,4,2,0.00%,0.03%,100.00%,100.00%,1,1,25.00%,50.00%,"36,35 €","36,35 €",1,1
B00CL98RW6,B00CL98RW6,"Polyamid Druckluft Schlauch PA Pneumatikschlauch, 6mm außen, 50 m Rolle, Farbe: natur",PA 6X4 NATUR-50,4,3,0.01%,0.06%,4,3,0.00%,0.04%,75.00%,66.67%,2,2,50.00%,66.67%,"96,20 €","96,20 €",1,1
B076DPVQYG,B00CM84G5I,"Polyurethan Druckluft Schlauch PU Pneumatikschlauch, 6/4mm Außen-/Innen-Ø, 50 m Rolle, Farbe: natur",PUN 6X4 KLAR-50,9,2,0.01%,0.04%,10,3,0.01%,0.04%,100.00%,100.00%,1,1,11.11%,50.00%,"28,00 €","28,00 €",1,1
B00CM892V6,B00CM892V6,"Polyurethan Druckluft Schlauch PU Pneumatikschlauch, 6mm außen, 50 m Rolle, Farbe: natur",PU 6X4 NATUR-50,1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,1,0,100.00%,0.00%,"36,99 €","0,00 €",1,0
B076DPVQYG,B00CM8EUC2,"Polyurethan Druckluft Schlauch PU Pneumatikschlauch, 6mm außen, 50 m Rolle, Farbe: grün",PUN 6X4 GRUN-50,8,2,0.01%,0.04%,9,2,0.01%,0.03%,88.89%,100.00%,1,0,12.50%,0.00%,"36,99 €","0,00 €",1,0
B076DPVQYG,B00CM8JIS8,"Polyurethan Druckluft Schlauch PU Pneumatikschlauch, 8mm außen, 50 m Rolle, Farbe: blau",PU 8X6 BLAU-50,14,1,0.02%,0.02%,18,1,0.02%,0.01%,83.33%,100.00%,1,0,7.14%,0.00%,"49,35 €","0,00 €",1,0
B076DPVQYG,B00CM8KK3U,"Polyurethan Druckluft Schlauch PU Pneumatikschlauch, 8mm außen, 50 m Rolle, Farbe: schwarz",PU 8x6 SCHWARZ-50,5,0,0.01%,0.00%,10,0,0.01%,0.00%,100.00%,0.00%,1,0,20.00%,0.00%,"49,35 €","0,00 €",1,0
B076DPVQYG,B00CM8OAB8,"Polyurethan Druckluft Schlauch PU Pneumatikschlauch, 10mm außen, 50 m Rolle, Farbe: blau",PU 10X8 BLAU-50,11,3,0.02%,0.06%,13,3,0.01%,0.04%,75.00%,100.00%,1,1,9.09%,33.33%,"72,74 €","72,74 €",1,1
B00ENF4Q80,B00ENF4Q80,"RIEGLER 109795-135.008 Gerade Steckverbindung »Blaue Serie«, für Schlauch-Außen-Ø 8, 1Stk",IQSG 80,4,0,0.01%,0.00%,6,0,0.01%,0.00%,100.00%,0.00%,8,0,200.00%,0.00%,"20,64 €","0,00 €",1,0
B00ENF54TU,B00ENF54TU,"RIEGLER 109815-137.006 L-Steckverbindung »Blaue Serie«, für Schlauch-Außen-Ø 6, 1Stk",iqsl 60,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,1,0,0.00%,0.00%,"2,47 €","0,00 €",1,0
B00ENF57O2,B00ENF57O2,"RIEGLER 109808-149.004 Gerade Schott-Steckverbindung »Blaue Serie«, M12x1,0, Schl.-Ø 4, 1Stk",IQSS 40,1,0,0.00%,0.00%,3,0,0.00%,0.00%,100.00%,0.00%,1,0,100.00%,0.00%,"3,70 €","0,00 €",1,0
B00K587MEY,B00K587MEY,25m-Rolle Silikonschlauch - 2x3mm - Rollenware,SILI 23,7,0,0.01%,0.00%,10,0,0.01%,0.00%,100.00%,0.00%,1,0,14.29%,0.00%,"19,20 €","0,00 €",1,0
B073SDLHG5,B00K5TQG1I,"SiKoS Silikonschlauch - 1x2mm, Transparent, Meterware",Sili 12-1,12,1,0.02%,0.02%,21,4,0.02%,0.06%,78.57%,100.00%,3,3,25.00%,300.00%,"4,80 €","4,80 €",1,1
B073SDLHG5,B00K5UBZ9U,"SiKoS Silikonschlauch - 2x4mm, Transparent, 1mm Wandstärke, Meterware",Sili 24-1,7,1,0.01%,0.02%,10,1,0.01%,0.01%,100.00%,0.00%,3,0,42.86%,0.00%,"7,35 €","0,00 €",1,0
B073SDLHG5,B00K5UU5F0,"SiKoS Silikonschlauch - 2x6mm, Transparent, Meterware",Sili 26-1,5,0,0.01%,0.00%,6,0,0.01%,0.00%,100.00%,0.00%,1,0,20.00%,0.00%,"3,71 €","0,00 €",1,0
B073SDLHG5,B00K5UXR28,Silikonschlauch - 3x6mm - Meterware,Sili 36-1,42,1,0.06%,0.02%,48,1,0.05%,0.01%,89.58%,0.00%,1,0,2.38%,0.00%,"3,50 €","0,00 €",1,0
B073SDLHG5,B00K5V2O62,Silikonschlauch - 4x6mm - Meterware,Sili 46-1,8,0,0.01%,0.00%,9,0,0.01%,0.00%,100.00%,0.00%,5,0,62.50%,0.00%,"14,55 €","0,00 €",1,0
B073SDLHG5,B00K5V3VK0,Silikonschlauch - 4x7mm - Meterware,Sili 47-1,21,0,0.03%,0.00%,26,0,0.03%,0.00%,92.00%,0.00%,1,0,4.76%,0.00%,"2,56 €","0,00 €",1,0
B073SDLHG5,B00K5V5SSS,"SiKoS Silikonschlauch - 4x8mm, Transparent, Meterware (25m)",Sili 48-1,4,0,0.01%,0.00%,4,0,0.00%,0.00%,100.00%,0.00%,1,0,25.00%,0.00%,"4,99 €","0,00 €",1,0
B073SDLHG5,B00K6IARSG,"SiKoS Silikonschlauch - 6x8mm, Transparent, Meterware (25m)",Sili 68-1,7,0,0.01%,0.00%,8,0,0.01%,0.00%,100.00%,0.00%,1,0,14.29%,0.00%,"3,40 €","0,00 €",1,0
B073SDLHG5,B00K6J05W8,Silikonschlauch - 6x12mm - Meterware,Sili 612-1,2,0,0.00%,0.00%,4,0,0.00%,0.00%,100.00%,0.00%,1,1,50.00%,0.00%,"8,99 €","8,99 €",1,1
B073SDLHG5,B00K6K652G,Silikonschlauch - 10x12mm - Meterware,Sili 1012-1,3,0,0.00%,0.00%,3,0,0.00%,0.00%,100.00%,0.00%,1,0,33.33%,0.00%,"5,11 €","0,00 €",1,0
B08KQ9K3GS,B00K7E9JWO,Schlauchtülle Druckluftkupplung Stecknippel - Kupplungsstecker Außengewinde - M5 x 4mm - 1 Stück,GT 54 MS,9,0,0.01%,0.00%,11,0,0.01%,0.00%,100.00%,0.00%,1,0,11.11%,0.00%,"1,10 €","0,00 €",1,0
B08KQ9K3GS,B00K7EJMMQ,"Schlauchtülle Druckluftkupplung Stecknippel - Kupplungsstecker Außengewinde - G 1/8"" x 8mm - 1 Stück",GT 188 MS,9,1,0.01%,0.02%,15,1,0.02%,0.01%,91.67%,0.00%,4,0,44.44%,0.00%,"9,96 €","0,00 €",1,0
B08KQ9K3GS,B00K7ELCGK,"Schlauchtülle Druckluftkupplung Stecknippel - Kupplungsstecker Außengewinde - G 1/8"" x 9mm - 1 Stück",GT 189 MS,5,1,0.01%,0.02%,5,1,0.01%,0.01%,80.00%,100.00%,3,0,60.00%,0.00%,"4,47 €","0,00 €",1,0
B08KQ9K3GS,B00K7ET1MC,"Schlauchtülle Druckluftkupplung Stecknippel - Kupplungsstecker Außengewinde - G 1/4"" x 9mm - 1 Stück",GT 149 MS,7,1,0.01%,0.02%,20,2,0.02%,0.03%,100.00%,100.00%,1,0,14.29%,0.00%,"1,69 €","0,00 €",1,0
B08KQ9K3GS,B00K7FNDAW,"Schlauchtülle Druckluftkupplung Stecknippel - Kupplungsstecker Außengewinde - G 3/8"" x 4mm - 1 Stück",GT 384 MS,8,0,0.01%,0.00%,10,0,0.01%,0.00%,100.00%,0.00%,1,0,12.50%,0.00%,"2,75 €","0,00 €",1,0
B08KQ9K3GS,B00K7FQHDM,"Schlauchtülle Druckluftkupplung Stecknippel - Kupplungsstecker Außengewinde - G 3/8"" x 6mm - 1 Stück",GT 386 MS,12,2,0.02%,0.04%,16,3,0.02%,0.04%,100.00%,100.00%,1,0,8.33%,0.00%,"2,15 €","0,00 €",1,0
B08KQ9K3GS,B00K7G12R2,"Schlauchtülle Druckluftkupplung Stecknippel - Kupplungsstecker Außengewinde - G 1/2"" x 19mm - 1 Stück",GT 1219 MS,9,1,0.01%,0.02%,9,1,0.01%,0.01%,85.71%,0.00%,1,0,11.11%,0.00%,"5,60 €","0,00 €",1,0
B08KQ9K3GS,B00K7G5EHG,"Schlauchtülle Druckluftkupplung Stecknippel - Kupplungsstecker Außengewinde - G 3/4"" x 13mm - 1 Stück",GT 3413 MS,27,1,0.04%,0.02%,34,1,0.04%,0.01%,96.55%,100.00%,1,0,3.70%,0.00%,"7,20 €","0,00 €",1,0
B08KQ9K3GS,B00K7G7D5W,"Schlauchtülle Druckluftkupplung Stecknippel - Kupplungsstecker Außengewinde - G 3/4"" x 16mm - 1 Stück",GT 3416 MS,10,0,0.01%,0.00%,12,0,0.01%,0.00%,90.00%,0.00%,1,0,10.00%,0.00%,"9,25 €","0,00 €",1,0
B08KQ9K3GS,B00K7GO2RY,"Schlauchtülle Druckluftkupplung Stecknippel - Kupplungsstecker Außengewinde - G 1"" x 32mm - 1 Stück",GT 1032 MS,11,0,0.02%,0.00%,11,0,0.01%,0.00%,100.00%,0.00%,1,0,9.09%,0.00%,"8,99 €","0,00 €",1,0
B00K885TW8,B00K885TW8,"RIEGLER 111015-34.817 Winkel-Schlauchverbindungsstutzen, für Schlauch LW 16 mm, POM, 1Stk",Q0-Y2I4-AQ8W,4,0,0.01%,0.00%,4,0,0.00%,0.00%,100.00%,0.00%,1,0,25.00%,0.00%,"2,70 €","0,00 €",1,0
B00K8878MM,B00K8878MM,"RIEGLER 111016-34.818 Winkel-Schlauchverbindungsstutzen, für Schlauch LW 19 mm, POM, 1Stk",W 16 K,5,0,0.01%,0.00%,6,0,0.01%,0.00%,100.00%,0.00%,1,0,20.00%,0.00%,"2,99 €","0,00 €",1,0
B00K8B18MU,B00K8B18MU,"RIEGLER 110978-32.352 Winkel-Einschraubstutzen, R 3/8 a, für Schlauch LW 8 mm, PA 6, 1Stk",WE 389 K,3,0,0.00%,0.00%,6,0,0.01%,0.00%,33.33%,0.00%,1,0,33.33%,0.00%,"1,75 €","0,00 €",1,0
B00K8B7MG6,B00K8B7MG6,"RIEGLER 110981-32.361 Winkel-Einschraubstutzen, R 1/2 a., für Schlauch LW 8 mm, PA 6, 1Stk",WE 129 K,5,1,0.01%,0.02%,8,1,0.01%,0.01%,87.50%,100.00%,1,0,20.00%,0.00%,"2,20 €","0,00 €",1,0
B08FCF8P6M,B00KWDA00K,Ersatzschlauch für Braun Munddusche (neonpink),BES-neonpink,42,5,0.06%,0.10%,51,8,0.06%,0.11%,60.61%,100.00%,1,1,2.38%,20.00%,"6,49 €","6,49 €",1,1
B00MCW2VR4,B00MCW2VR4,Absperrhahn mit 10mm Steckanschuss - Steckverbinder - Pneumatikverbinder - PUSH IN,PF-WVBM-1603,22,0,0.03%,0.00%,29,0,0.03%,0.00%,73.08%,0.00%,1,0,4.55%,0.00%,"9,98 €","0,00 €",1,0
B00NGLCZ7Q,B00NGLCZ7Q,"Riegler 109200 Gerade Steckverschraubung ""Blaue Serie"", G 1/4 i.",IQSF 146,4,3,0.01%,0.06%,7,4,0.01%,0.06%,100.00%,100.00%,2,2,50.00%,66.67%,"5,10 €","5,10 €",1,1
B00NGPTNQS,B00NGPTNQS,"Riegler 109196 Gerade Steckverschraubung ""Blaue Serie"", G 1/8 i.",IQSF 186,4,3,0.01%,0.06%,6,3,0.01%,0.04%,100.00%,100.00%,2,2,50.00%,66.67%,"4,18 €","4,18 €",1,1
B00NHG010S,B00NHG010S,"Riegler 109195 Gerade Steckverschraubung ""Blaue Serie"", G 1/8 i.",IQSF 184,1,1,0.00%,0.02%,1,1,0.00%,0.01%,100.00%,100.00%,3,3,300.00%,300.00%,"6,45 €","6,45 €",1,1
B00NHG468G,B00NHG468G,"Riegler 109199 Gerade Steckverschraubung ""Blaue Serie"", G 1/4 i.",IQSF 144,1,1,0.00%,0.02%,1,1,0.00%,0.01%,100.00%,100.00%,3,3,300.00%,300.00%,"5,37 €","5,37 €",1,1
B00OY490Y0,B00OY490Y0,"RIEGLER 110607-14.800-8 T-Verbinder, für Schlauch 8/6 mm, SW 10, Messing vernickelt, 1Stk",FCK 6 MSV,4,1,0.01%,0.02%,8,2,0.01%,0.03%,100.00%,100.00%,1,1,25.00%,100.00%,"4,30 €","4,30 €",1,1
B00OY4CIAI,B00OY4CIAI,"Riegler 113345 Sinterbronze-Schalldämpfer, Messinggewinde / Sechskant, G 1/8, AF 12",SD 18 MS,2,1,0.00%,0.02%,2,1,0.00%,0.01%,100.00%,100.00%,10,10,500.00%,"1,000.00%","24,90 €","24,90 €",1,1
B00OY4D6UY,B00OY4D6UY,"Riegler 100290 Sinterbronze-Schalldämpfer, Messinggewinde/Sechskant, G 1/4, AF 15",SD 14 MS,5,2,0.01%,0.04%,7,4,0.01%,0.06%,85.71%,100.00%,1,1,20.00%,50.00%,"2,73 €","2,73 €",1,1
B00R1K3JTG,B00R1K3JTG,"RIEGLER 103325-371.203 Mini-Kugelhahn, Drehgriff, Messing vern., G 3/8 IG/R 3/8 AG, 1Stk",KH 38 MKIAC,6,0,0.01%,0.00%,13,0,0.01%,0.00%,100.00%,0.00%,1,0,16.67%,0.00%,"8,05 €","0,00 €",1,0
B00TXANIPW,B00TXANIPW,"Riegler 109193 Gerade Steckverschraubung ""Blaue Serie"", M5 i.",124.005-4,1,1,0.00%,0.02%,1,1,0.00%,0.01%,100.00%,100.00%,3,3,300.00%,300.00%,"5,04 €","5,04 €",1,1
B00TXANKFK,B00TXANKFK,"Riegler 109194 Gerade Steckverschraubung ""Blaue Serie"", M5 i.",124.005-6,3,3,0.00%,0.06%,4,4,0.00%,0.06%,100.00%,100.00%,2,2,66.67%,66.67%,"3,36 €","3,36 €",1,1
B07HLQ81TN,B00W54NQ32,"NORMA POM - GS8 Gerader Schlauchverbindungsstutzen , Weiß, 8 mm",SVR 8 K-1,44,0,0.07%,0.00%,61,0,0.07%,0.00%,16.36%,0.00%,1,0,2.27%,0.00%,"2,36 €","0,00 €",1,0
B07HLQ81TN,B00W54NRW2,"NORMA POM Verbindungsstück Terminal gezackt GS12 Kunstharz, 12 mm",SVR 12 K,33,0,0.05%,0.00%,58,0,0.06%,0.00%,9.80%,0.00%,2,0,6.06%,0.00%,"6,58 €","0,00 €",1,0
B08VS418C3,B00XIHI3W4,10 Stück Verschlussstecker - 3mm - Stopfen für Steckverbinder,IQSC 30H,21,3,0.03%,0.06%,25,3,0.03%,0.04%,91.30%,50.00%,1,0,4.76%,0.00%,"5,49 €","0,00 €",1,0
B08N6YT96F,B011OKN0IS,"5 Stück Steckverschraubung mit Innengewinde - Schnellsteckverbinder - Push In (G 1/2"" x 10mm)",IQSF 1210-5,8,2,0.01%,0.04%,10,2,0.01%,0.03%,80.00%,100.00%,1,1,12.50%,50.00%,"17,99 €","17,99 €",1,1
B08N6YT96F,B011OKN0M4,"5 Stück Steckverschraubung mit Innengewinde - Schnellsteckverbinder - Push In (G 1/4"" x 6mm)",IQSF 146-5,37,3,0.06%,0.06%,50,3,0.05%,0.04%,83.33%,100.00%,1,0,2.70%,0.00%,"8,99 €","0,00 €",1,0
B08N6YT96F,B011OKN0ME,"5 Stück Steckverschraubung mit Innengewinde - Schnellsteckverbinder - Push In (G 3/8"" x 6mm)",IQSF 386-5,28,4,0.04%,0.08%,31,4,0.03%,0.06%,89.66%,66.67%,2,2,7.14%,50.00%,"25,50 €","25,50 €",1,1
B08N6YT96F,B011OKN0PQ,"5 Stück Steckverschraubung mit Innengewinde - Schnellsteckverbinder - Push In (G 1/4"" x 12mm)",IQSF 1412-5,19,3,0.03%,0.06%,25,4,0.03%,0.06%,86.36%,66.67%,1,0,5.26%,0.00%,"17,99 €","0,00 €",1,0
B08N6YT96F,B011OKN0QK,"5 Stück Steckverschraubung mit Innengewinde - Schnellsteckverbinder - Push In (G 1/4"" x 4mm)",IQSF 144-5,7,2,0.01%,0.04%,12,5,0.01%,0.07%,55.56%,100.00%,1,1,14.29%,50.00%,"8,89 €","8,89 €",1,1
B08N6YT96F,B011OKN0UQ,"5 Stück Steckverschraubung mit Innengewinde - Schnellsteckverbinder - Push In (G 1/2"" x 8mm)",IQSF 128-5,12,3,0.02%,0.06%,19,6,0.02%,0.09%,86.67%,100.00%,1,1,8.33%,33.33%,"16,99 €","16,99 €",1,1
B08NK44WPG,B012XG9N0Q,Pneumatik Verteiler 3-Fach - Push In Steckverbinder - (4mm Schlauchanschluss),162.004-2,14,0,0.02%,0.00%,17,0,0.02%,0.00%,100.00%,0.00%,1,0,7.14%,0.00%,"2,65 €","0,00 €",1,0
B08N6TM97S,B012XWOG16,T-Stück - Pneumatik Steckverbinder - Steckanschluss für Luft & Wasser - Schnellsteckverbinder - Push In Fitting - (4mm Schlauchanschluss),IQST 40-2,56,6,0.08%,0.12%,67,6,0.07%,0.09%,91.94%,100.00%,1,0,1.79%,0.00%,"1,69 €","0,00 €",1,0
B08P7PKTYP,B015AGPRP6,Pneumatik Schottverschraubung - Push In Fitting Schott-Steckverbindung - Steckverbinder für Druckluft & neutrale Gase (16mm Schlauchanschluss),IQSS 160,5,0,0.01%,0.00%,6,0,0.01%,0.00%,66.67%,0.00%,10,10,200.00%,0.00%,"79,90 €","79,90 €",1,1
B08P7PKTYP,B015AGPSBY,Pneumatik Schottverschraubung - Push In Fitting Schott-Steckverbindung - Steckverbinder für Druckluft & neutrale Gase (3mm Schlauchanschluss),IQSMS 30,21,1,0.03%,0.02%,22,1,0.02%,0.01%,73.33%,0.00%,1,0,4.76%,0.00%,"3,99 €","0,00 €",1,0
B08P7PKTYP,B015AHSCSO,Pneumatik Winkel-Schottverschraubung - Push In Steckanschluss - Steckverbinder - Fitting (4mm Schlauchanschluss),152.004,19,2,0.03%,0.04%,23,2,0.02%,0.03%,81.25%,0.00%,1,0,5.26%,0.00%,"2,90 €","0,00 €",1,0
B08P7PKTYP,B015AHSCUW,Pneumatik Winkel-Schottverschraubung - Push In Steckanschluss - Steckverbinder - Fitting (10mm Schlauchanschluss),152.010,17,2,0.03%,0.04%,20,2,0.02%,0.03%,89.47%,50.00%,1,0,5.88%,0.00%,"3,95 €","0,00 €",1,0
B018R39DMW,B018R39DMW,"Geakv TÜV Sicherheitsventil Überdruckventil Kompressor 16 bar G 1/4"" Messing MS-vernickelt",SV 14 8-16 MSV,23,2,0.03%,0.04%,35,6,0.04%,0.09%,87.50%,100.00%,1,0,4.35%,0.00%,"25,20 €","0,00 €",1,0
B018S5SQO0,B018S5SQO0,"TÜV Sicherheitsventil Überdruckventil Kompressor 11 bar G 1/2"" MS-vernickelt",SV 12 8-11 MSV,14,2,0.02%,0.04%,19,3,0.02%,0.04%,66.67%,0.00%,1,0,7.14%,0.00%,"27,10 €","0,00 €",1,0
B08P7PKTYP,B01B7SA2B0,Kunststoff-Schottverschraubung mit Steckanschluss Push In Fitting Schott-Steckverbindung Steckverbinder für Druckluft & neutrale Gase (8mm Schlauchanschluss),IQSSK 80,57,6,0.09%,0.12%,70,6,0.08%,0.09%,90.20%,50.00%,1,1,1.75%,16.67%,"3,09 €","3,09 €",1,1
B08P7PKTYP,B01B7SA2E2,Kunststoff-Schottverschraubung mit Steckanschluss Push In Fitting Schott-Steckverbindung Steckverbinder für Druckluft & neutrale Gase (4mm Schlauchanschluss),IQSSK 40,75,4,0.11%,0.08%,97,5,0.10%,0.07%,81.48%,66.67%,2,0,2.67%,0.00%,"6,30 €","0,00 €",1,0
B08T9MWDMP,B01B7V9P88,Pneumatik Y-Steckverbinder - Steckanschluss für Luft & Wasser - Schnellsteckverbinder - Push In Fitting (16mm Schlauchanschluss),IQSY 160,36,5,0.05%,0.10%,44,6,0.05%,0.09%,97.56%,100.00%,3,3,8.33%,60.00%,"15,57 €","15,57 €",1,1
B08T9MWDMP,B01B7V9P92,Pneumatik Y-Steckverbinder - Steckanschluss für Luft & Wasser - Schnellsteckverbinder - Push In Fitting (12mm Schlauchanschluss),IQSY 120,27,3,0.04%,0.06%,34,3,0.04%,0.04%,90.00%,100.00%,1,0,3.70%,0.00%,"2,55 €","0,00 €",1,0
B08T9MWDMP,B01B7V9PAG,Pneumatik Y-Steckverbinder - Steckanschluss für Luft & Wasser - Schnellsteckverbinder - Push In Fitting (4mm Schlauchanschluss),IQSY40,26,3,0.04%,0.06%,32,3,0.03%,0.04%,81.48%,33.33%,1,0,3.85%,0.00%,"1,90 €","0,00 €",1,0
B01B7V9PCE,B01B7V9PCE,Pneumatik Y-Steckverbinder - Steckanschluss für Luft & Wasser - Schnellsteckverbinder - Push In Fitting (8mm Schlauchanschluss),IQSY 80,1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,4,0,400.00%,0.00%,"7,96 €","0,00 €",1,0
B08T9MWDMP,B01B7V9PNS,Pneumatik Y-Steckverbinder - Steckanschluss für Luft & Wasser - Schnellsteckverbinder - Push In Fitting (14mm Schlauchanschluss),IQSY 140,9,1,0.01%,0.02%,12,1,0.01%,0.01%,70.00%,100.00%,2,0,22.22%,0.00%,"9,98 €","0,00 €",1,0
B08L517ZSZ,B01E7CBV36,"T-Schlauchverbinder, Y-Schlauchverbinder, Kreuz-Schlauchverbinder Messing (6 mm, Y-Schlauchverbinder)",Y 6 MS,17,3,0.03%,0.06%,18,4,0.02%,0.06%,82.35%,100.00%,1,1,5.88%,33.33%,"3,12 €","3,12 €",1,1
B08L517ZSZ,B01E7CBVL8,"T-Schlauchverbinder, Y-Schlauchverbinder, Kreuz-Schlauchverbinder Messing (8 mm, Kreuz-Schlauchverbinder)",K 8 MS,21,0,0.03%,0.00%,27,0,0.03%,0.00%,87.50%,0.00%,2,0,9.52%,0.00%,"8,38 €","0,00 €",1,0
B01FVP6L2O,B01FVP6L3I,IQS Schalldämpfer mit Stecknippel Steckverbindung Pneumatik Druckluft (6 mm),IQSSD 60H  PRIME,12,2,0.02%,0.04%,16,2,0.02%,0.03%,100.00%,100.00%,1,1,8.33%,50.00%,"5,59 €","5,59 €",1,1
B01FVP6L2O,B01FVP6L5Q,IQS Schalldämpfer mit Stecknippel Steckverbindung Pneumatik Druckluft (10 mm),IQSSD_100,3,0,0.00%,0.00%,3,0,0.00%,0.00%,100.00%,0.00%,1,1,33.33%,0.00%,"4,16 €","4,16 €",1,1
B01L9D0CM2,B01L9D0CM2,PVC Gewebeschlauch 10mm (ID) x 16mm (AD) 25m Schlauch Druckluftschlauch transparent,TX 10-25,28,6,0.04%,0.12%,33,9,0.04%,0.13%,34.38%,44.44%,2,2,7.14%,33.33%,"95,98 €","95,98 €",1,1
B08SQRSVKM,B01MXLKZ1V,"Pneumatik Winkel-Steckverschraubung - Push In Steckverbinder - zylindrisch - (G 3/8"" x 12mm)",IQSL 3812 G,13,1,0.02%,0.02%,16,3,0.02%,0.04%,80.00%,100.00%,2,2,15.38%,200.00%,"8,10 €","8,10 €",1,1
B01N197E3T,B01N4WAB9J,"Schnellsteckverbinder Schlauchklemmleiste, 10-fach für 8 mm Schlauch, blau",KK 810,18,3,0.03%,0.06%,28,5,0.03%,0.07%,23.81%,0.00%,5,5,27.78%,166.67%,"7,45 €","7,45 €",1,1
B01N197E3T,B01N4WADQ8,"Schnellsteckverbinder Schlauchklemmleiste, blau 6-fach für 12mm Schlauch",KK 116,16,2,0.02%,0.04%,19,4,0.02%,0.06%,61.54%,0.00%,1,0,6.25%,0.00%,"3,05 €","0,00 €",1,0
B08SQRSVKM,B01N8W6037,"Pneumatik Winkel-Steckverschraubung - Push In Steckverbinder - zylindrisch - (G 1/8"" x 4mm)",IQSL 184 G,37,5,0.06%,0.10%,44,5,0.05%,0.07%,82.05%,66.67%,3,3,8.11%,60.00%,"5,25 €","5,25 €",1,1
B08SQRSVKM,B01N8WBBKV,"Pneumatik Winkel-Steckverschraubung - Push In Steckverbinder - zylindrisch - (G 3/8"" x 16mm)",IQSL 3816 G,3,0,0.00%,0.00%,7,0,0.01%,0.00%,100.00%,0.00%,1,0,33.33%,0.00%,"7,89 €","0,00 €",1,0
